Package_Name,Total_Entries,Unique_C-COMM,Python_Related_Process,State_Transition,Local_IP_Address_Access,Remote_IP_Address_Access,Local_Port_Access,Remote_Port_Access,Level
trustypip-0.0.3.tar.gz,1673,21,498,"{'SYN_SENT -> ->': 372, 'FIN_WAIT1 -> ->': 298, 'CLOSE -> ->': 270, 'FIN_WAIT2 -> ->': 263, 'ESTABLISHED -> ->': 258, '443 -> CLOSE': 89, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,373,40,1
trxtools,218,4,76,"{'SYN_SENT -> ->': 45, 'FIN_WAIT1 -> ->': 42, 'FIN_WAIT2 -> ->': 40, 'CLOSE -> ->': 39, 'ESTABLISHED -> ->': 39, '443 -> CLOSE': 8, '443 -> ESTABLISHED': 3, 'CLOSING -> ->': 2}",2,15,48,9,0
trx-utils,798,5,267,"{'SYN_SENT -> ->': 159, 'FIN_WAIT1 -> ->': 156, 'FIN_WAIT2 -> ->': 147, 'CLOSE -> ->': 138, 'ESTABLISHED -> ->': 136, '443 -> ESTABLISHED': 24, '443 -> CLOSE': 21, 'CLOSING -> ->': 9, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, '443 -> CLOSE_WAIT': 1}",2,56,168,23,0
tryconf-0.1.tar.gz,1673,21,498,"{'SYN_SENT -> ->': 372, 'FIN_WAIT1 -> ->': 298, 'CLOSE -> ->': 270, 'FIN_WAIT2 -> ->': 263, 'ESTABLISHED -> ->': 258, '443 -> CLOSE': 89, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,373,40,1
tryhackme.py,2528,16,784,"{'SYN_SENT -> ->': 497, 'FIN_WAIT1 -> ->': 485, 'FIN_WAIT2 -> ->': 441, 'ESTABLISHED -> ->': 417, 'CLOSE -> ->': 399, '443 -> ESTABLISHED': 92, '443 -> CLOSE': 82, 'CLOSING -> ->': 33, 'LAST_ACK -> ->': 23, '8080 -> CLOSE': 13, '443 -> CLOSE_WAIT': 9, '8080 -> CLOSE_WAIT': 8, '80 -> CLOSE': 7, 'CLOSE_WAIT -> ->': 6, '80 -> ESTABLISHED': 6, '8080 -> ESTABLISHED': 5, '443 -> SYN_SENT': 4, '80 -> CLOSE_WAIT': 1}",3,198,513,61,0
tryhackme_offensive-0.4.tar.gz,1673,21,498,"{'SYN_SENT -> ->': 372, 'FIN_WAIT1 -> ->': 298, 'CLOSE -> ->': 270, 'FIN_WAIT2 -> ->': 263, 'ESTABLISHED -> ->': 258, '443 -> CLOSE': 89, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,373,40,1
tryhackme-offensive-0.4.tar.gz,1673,21,498,"{'SYN_SENT -> ->': 372, 'FIN_WAIT1 -> ->': 298, 'CLOSE -> ->': 270, 'FIN_WAIT2 -> ->': 263, 'ESTABLISHED -> ->': 258, '443 -> CLOSE': 89, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,373,40,1
tryquests-0.0.1.tar.gz,1673,21,498,"{'SYN_SENT -> ->': 372, 'FIN_WAIT1 -> ->': 298, 'CLOSE -> ->': 270, 'FIN_WAIT2 -> ->': 263, 'ESTABLISHED -> ->': 258, '443 -> CLOSE': 89, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,373,40,1
tsampling,1014,10,282,"{'SYN_SENT -> ->': 204, 'FIN_WAIT1 -> ->': 195, 'FIN_WAIT2 -> ->': 177, 'CLOSE -> ->': 151, 'ESTABLISHED -> ->': 151, '443 -> CLOSE': 53, '443 -> ESTABLISHED': 52, 'CLOSING -> ->': 17, 'LAST_ACK -> ->': 7, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 1}",2,94,213,27,0
tsblender,792,6,298,"{'SYN_SENT -> ->': 160, 'FIN_WAIT1 -> ->': 155, 'ESTABLISHED -> ->': 152, 'CLOSE -> ->': 150, 'FIN_WAIT2 -> ->': 145, '443 -> CLOSE': 10, '443 -> ESTABLISHED': 8, 'CLOSING -> ->': 8, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 1}",2,29,167,11,0
tsboost,72,3,2,"{'FIN_WAIT1 -> ->': 23, 'FIN_WAIT2 -> ->': 21, '80 -> ESTABLISHED': 12, '443 -> ESTABLISHED': 11, 'CLOSING -> ->': 2, 'CLOSE -> ->': 1, 'SYN_SENT -> ->': 1, 'ESTABLISHED -> ->': 1}",2,38,25,16,0
tsbs,72,5,15,"{'SYN_SENT -> ->': 13, 'FIN_WAIT1 -> ->': 13, 'ESTABLISHED -> ->': 12, 'FIN_WAIT2 -> ->': 12, '443 -> CLOSE': 7, 'CLOSE -> ->': 6, '443 -> ESTABLISHED': 4, 'LAST_ACK -> ->': 2, 'CLOSING -> ->': 1, 'CLOSE_WAIT -> ->': 1, '443 -> CLOSE_WAIT': 1}",2,21,23,10,0
tsd,654,6,230,"{'SYN_SENT -> ->': 130, 'FIN_WAIT1 -> ->': 128, 'FIN_WAIT2 -> ->': 126, 'CLOSE -> ->': 119, 'ESTABLISHED -> ->': 117, '443 -> ESTABLISHED': 14, '443 -> CLOSE': 12, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3, 'CLOSING -> ->': 2}",2,32,135,13,0
tservice,1525,13,315,"{'SYN_SENT -> ->': 306, 'FIN_WAIT1 -> ->': 239, 'ESTABLISHED -> ->': 236, 'FIN_WAIT2 -> ->': 219, 'CLOSE -> ->': 181, '8080 -> CLOSE': 78, 'LAST_ACK -> ->': 65, '8080 -> CLOSE_WAIT': 43, '8080 -> ESTABLISHED': 35, '443 -> CLOSE': 31, '443 -> ESTABLISHED': 26, 'CLOSE_WAIT -> ->': 20, '80 -> CLOSE': 17, '80 -> ESTABLISHED': 12, 'CLOSING -> ->': 11, '80 -> CLOSE_WAIT': 5, '443 -> CLOSE_WAIT': 1}",2,159,315,25,0
tsetmcpy,287,7,71,"{'SYN_SENT -> ->': 57, 'FIN_WAIT1 -> ->': 54, 'FIN_WAIT2 -> ->': 54, 'ESTABLISHED -> ->': 41, 'CLOSE -> ->': 39, '443 -> ESTABLISHED': 18, '443 -> CLOSE': 17, 'CLOSE_WAIT -> ->': 4, 'LAST_ACK -> ->': 3}",2,45,66,20,0
tsgettoolbox,938,12,125,"{'SYN_SENT -> ->': 192, 'FIN_WAIT1 -> ->': 175, 'FIN_WAIT2 -> ->': 136, '443 -> CLOSE': 113, '443 -> ESTABLISHED': 106, 'ESTABLISHED -> ->': 79, 'CLOSE -> ->': 76, 'CLOSING -> ->': 28, 'LAST_ACK -> ->': 12, 'CLOSE_WAIT -> ->': 11, '80 -> CLOSE': 4, '80 -> ESTABLISHED': 4, '443 -> FIN_WAIT1': 1, '443 -> CLOSE_WAIT': 1}",2,175,198,50,0
tshawn_wrce-0.0.2.tar.gz,66,5,24,"{'CLOSE -> ->': 21, 'SYN_SENT -> ->': 21, 'ESTABLISHED -> ->': 9, 'FIN_WAIT1 -> ->': 7, 'FIN_WAIT2 -> ->': 6, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",2,17,22,2,1
tsloader,0,0,0,{},0,0,0,0,0
tspublisher,362,6,100,"{'SYN_SENT -> ->': 76, 'FIN_WAIT1 -> ->': 65, 'CLOSE -> ->': 63, 'FIN_WAIT2 -> ->': 63, 'ESTABLISHED -> ->': 58, '443 -> CLOSE': 14, '443 -> ESTABLISHED': 12, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, 'CLOSING -> ->': 2, '443 -> CLOSE_WAIT': 1, '443 -> SYN_SENT': 1}",2,38,81,12,0
tssplit,793,4,230,"{'SYN_SENT -> ->': 156, 'FIN_WAIT1 -> ->': 156, 'FIN_WAIT2 -> ->': 142, 'CLOSE -> ->': 119, 'ESTABLISHED -> ->': 119, '443 -> ESTABLISHED': 41, '443 -> CLOSE': 34, 'CLOSING -> ->': 12, 'CLOSE_WAIT -> ->': 4, 'LAST_ACK -> ->': 4, '80 -> CLOSE': 3, '80 -> ESTABLISHED': 3}",2,81,172,29,0
tstools-ieva,793,8,197,"{'SYN_SENT -> ->': 157, 'FIN_WAIT1 -> ->': 151, 'FIN_WAIT2 -> ->': 143, 'ESTABLISHED -> ->': 109, 'CLOSE -> ->': 106, '443 -> ESTABLISHED': 49, '443 -> CLOSE': 49, 'CLOSE_WAIT -> ->': 9, 'LAST_ACK -> ->': 9, 'CLOSING -> ->': 7, '80 -> CLOSE': 2, '80 -> ESTABLISHED': 2}",2,101,169,38,0
tstresser,431,5,146,"{'FIN_WAIT1 -> ->': 86, 'SYN_SENT -> ->': 84, 'FIN_WAIT2 -> ->': 83, 'ESTABLISHED -> ->': 76, 'CLOSE -> ->': 72, '443 -> ESTABLISHED': 13, '443 -> CLOSE': 12, 'CLOSING -> ->': 3, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",2,32,93,15,0
tstring,1303,10,280,"{'SYN_SENT -> ->': 263, 'FIN_WAIT1 -> ->': 244, 'FIN_WAIT2 -> ->': 212, 'ESTABLISHED -> ->': 157, 'CLOSE -> ->': 155, '443 -> CLOSE': 107, '443 -> ESTABLISHED': 102, 'CLOSING -> ->': 28, 'LAST_ACK -> ->': 15, 'CLOSE_WAIT -> ->': 13, '80 -> CLOSE': 2, '80 -> ESTABLISHED': 2, '443 -> CLOSE_WAIT': 2, '443 -> SYN_SENT': 1}",2,178,277,57,0
ttensorflow-gpu-2.5.1.tar.gz,1673,21,498,"{'SYN_SENT -> ->': 372, 'FIN_WAIT1 -> ->': 298, 'CLOSE -> ->': 270, 'FIN_WAIT2 -> ->': 263, 'ESTABLISHED -> ->': 258, '443 -> CLOSE': 89, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,373,40,1
ttkcalendar-0.1.tar.gz,218,8,89,"{'SYN_SENT -> ->': 45, 'ESTABLISHED -> ->': 43, 'CLOSE -> ->': 42, 'FIN_WAIT1 -> ->': 41, 'FIN_WAIT2 -> ->': 40, '443 -> CLOSE': 4, '443 -> ESTABLISHED': 2, 'CLOSING -> ->': 1}",2,9,49,3,1
ttl,1080,11,202,"{'SYN_SENT -> ->': 223, 'FIN_WAIT1 -> ->': 194, 'FIN_WAIT2 -> ->': 154, 'CLOSE -> ->': 124, 'ESTABLISHED -> ->': 119, '443 -> CLOSE': 98, '443 -> ESTABLISHED': 93, 'CLOSING -> ->': 39, 'LAST_ACK -> ->': 17, 'CLOSE_WAIT -> ->': 16, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,165,231,50,0
ttlo-1.0.0.tar.gz,1674,21,496,"{'SYN_SENT -> ->': 368, 'FIN_WAIT1 -> ->': 302, 'CLOSE -> ->': 268, 'FIN_WAIT2 -> ->': 267, 'ESTABLISHED -> ->': 259, '443 -> CLOSE': 87, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,128,372,40,1
ttlo-1.0.1.tar.gz,1601,21,472,"{'SYN_SENT -> ->': 355, 'FIN_WAIT1 -> ->': 287, 'CLOSE -> ->': 257, 'FIN_WAIT2 -> ->': 252, 'ESTABLISHED -> ->': 245, '443 -> CLOSE': 86, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 9, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, '443 -> CLOSE_WAIT': 5, 'CLOSE_WAIT -> ->': 4, '443 -> FIN_WAIT1': 2}",3,128,358,40,1
ttlv,290,9,72,"{'SYN_SENT -> ->': 68, 'FIN_WAIT1 -> ->': 52, 'FIN_WAIT2 -> ->': 40, 'ESTABLISHED -> ->': 39, 'CLOSE -> ->': 35, '443 -> CLOSE': 34, '443 -> ESTABLISHED': 14, 'CLOSING -> ->': 6, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",3,45,79,23,0
ttmask,434,5,145,"{'SYN_SENT -> ->': 89, 'FIN_WAIT1 -> ->': 83, 'FIN_WAIT2 -> ->': 79, 'CLOSE -> ->': 75, 'ESTABLISHED -> ->': 74, '443 -> CLOSE': 15, '443 -> ESTABLISHED': 11, 'CLOSING -> ->': 4, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2}",2,31,96,15,0
ttpypi,291,4,108,"{'SYN_SENT -> ->': 59, 'ESTABLISHED -> ->': 57, 'FIN_WAIT1 -> ->': 55, 'FIN_WAIT2 -> ->': 54, 'CLOSE -> ->': 53, '443 -> CLOSE': 6, '443 -> ESTABLISHED': 4, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1, 'CLOSING -> ->': 1}",2,22,66,9,0
ttvfaster,1016,9,269,"{'SYN_SENT -> ->': 205, 'FIN_WAIT1 -> ->': 189, 'FIN_WAIT2 -> ->': 168, 'CLOSE -> ->': 151, 'ESTABLISHED -> ->': 149, '443 -> CLOSE': 53, '443 -> ESTABLISHED': 52, 'CLOSING -> ->': 19, 'LAST_ACK -> ->': 12, 'CLOSE_WAIT -> ->': 11, 'LISTEN -> ->': 2, '80 -> CLOSE': 2, '80 -> ESTABLISHED': 2, '443 -> CLOSE_WAIT': 1}",4,101,210,30,0
ttvsplit,1012,9,310,"{'SYN_SENT -> ->': 209, 'FIN_WAIT1 -> ->': 195, 'FIN_WAIT2 -> ->': 172, 'ESTABLISHED -> ->': 161, 'CLOSE -> ->': 153, '443 -> CLOSE': 58, '443 -> ESTABLISHED': 32, 'CLOSING -> ->': 15, '443 -> SYN_SENT': 5, '80 -> CLOSE': 4, '80 -> ESTABLISHED': 4, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2}",3,77,219,26,0
tty-color,1008,11,184,"{'SYN_SENT -> ->': 206, 'FIN_WAIT1 -> ->': 182, 'FIN_WAIT2 -> ->': 143, 'CLOSE -> ->': 113, 'ESTABLISHED -> ->': 112, '443 -> CLOSE': 92, '443 -> ESTABLISHED': 87, 'CLOSING -> ->': 37, 'LAST_ACK -> ->': 17, 'CLOSE_WAIT -> ->': 16, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,158,218,49,0
tucan,1151,11,232,"{'SYN_SENT -> ->': 232, 'FIN_WAIT1 -> ->': 211, 'FIN_WAIT2 -> ->': 171, 'CLOSE -> ->': 139, 'ESTABLISHED -> ->': 136, '443 -> ESTABLISHED': 93, '443 -> CLOSE': 93, 'CLOSING -> ->': 39, 'CLOSE_WAIT -> ->': 17, 'LAST_ACK -> ->': 17, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,164,246,49,0
tucan-x-0.0.1.tar.gz,1600,21,469,"{'SYN_SENT -> ->': 355, 'FIN_WAIT1 -> ->': 287, 'CLOSE -> ->': 256, 'FIN_WAIT2 -> ->': 252, 'ESTABLISHED -> ->': 243, '443 -> CLOSE': 86, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 10, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, '443 -> CLOSE_WAIT': 5, 'CLOSE_WAIT -> ->': 5, '443 -> FIN_WAIT1': 2}",3,128,358,40,1
tucan-x-0.0.2.tar.gz,1601,21,469,"{'SYN_SENT -> ->': 355, 'FIN_WAIT1 -> ->': 286, 'CLOSE -> ->': 256, 'FIN_WAIT2 -> ->': 251, 'ESTABLISHED -> ->': 243, '443 -> CLOSE': 87, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 11, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,127,358,40,1
tully,432,4,136,"{'SYN_SENT -> ->': 86, 'FIN_WAIT1 -> ->': 84, 'FIN_WAIT2 -> ->': 82, 'CLOSE -> ->': 70, 'ESTABLISHED -> ->': 70, '443 -> ESTABLISHED': 18, '443 -> CLOSE': 16, 'CLOSING -> ->': 2, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2}",2,42,96,18,0
tunipost,360,5,100,"{'FIN_WAIT1 -> ->': 71, 'SYN_SENT -> ->': 70, 'FIN_WAIT2 -> ->': 67, 'ESTABLISHED -> ->': 53, 'CLOSE -> ->': 51, '443 -> ESTABLISHED': 21, '443 -> CLOSE': 19, 'CLOSING -> ->': 4, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2}",2,40,81,15,0
tupload,1659,4,627,"{'SYN_SENT -> ->': 337, 'FIN_WAIT1 -> ->': 324, 'FIN_WAIT2 -> ->': 324, 'CLOSE -> ->': 322, 'ESTABLISHED -> ->': 313, '443 -> ESTABLISHED': 16, '443 -> CLOSE': 15, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 3}",2,42,340,15,0
turbo-http,801,7,231,"{'SYN_SENT -> ->': 162, 'FIN_WAIT1 -> ->': 145, 'FIN_WAIT2 -> ->': 136, 'ESTABLISHED -> ->': 127, 'CLOSE -> ->': 119, '443 -> CLOSE': 29, '443 -> ESTABLISHED': 26, '8080 -> CLOSE': 12, 'LAST_ACK -> ->': 10, 'CLOSE_WAIT -> ->': 7, 'CLOSING -> ->': 6, '8080 -> CLOSE_WAIT': 6, '8080 -> ESTABLISHED': 6, '80 -> CLOSE': 4, '80 -> ESTABLISHED': 3, '443 -> SYN_SENT': 2, '80 -> CLOSE_WAIT': 1}",2,75,173,21,0
turtlepaint,1949,11,586,"{'SYN_SENT -> ->': 399, 'FIN_WAIT1 -> ->': 369, 'FIN_WAIT2 -> ->': 329, 'ESTABLISHED -> ->': 309, 'CLOSE -> ->': 295, '443 -> CLOSE': 90, '443 -> ESTABLISHED': 60, 'CLOSING -> ->': 25, '8080 -> CLOSE': 16, 'LAST_ACK -> ->': 12, '8080 -> ESTABLISHED': 10, 'CLOSE_WAIT -> ->': 9, '443 -> SYN_SENT': 7, '80 -> CLOSE': 6, '8080 -> CLOSE_WAIT': 6, '80 -> ESTABLISHED': 5, '80 -> CLOSE_WAIT': 1, '443 -> CLOSE_WAIT': 1}",3,139,408,40,0
tushare,1372,9,452,"{'SYN_SENT -> ->': 273, 'FIN_WAIT1 -> ->': 267, 'FIN_WAIT2 -> ->': 243, 'ESTABLISHED -> ->': 240, 'CLOSE -> ->': 234, '443 -> CLOSE': 38, '443 -> ESTABLISHED': 37, 'CLOSING -> ->': 17, 'CLOSE_WAIT -> ->': 10, 'LAST_ACK -> ->': 8, '80 -> CLOSE': 2, '80 -> ESTABLISHED': 2, '443 -> CLOSE_WAIT': 1}",2,88,290,29,0
tusharegui,1153,9,333,"{'SYN_SENT -> ->': 233, 'FIN_WAIT1 -> ->': 217, 'FIN_WAIT2 -> ->': 204, 'ESTABLISHED -> ->': 181, 'CLOSE -> ->': 180, '443 -> CLOSE': 53, '443 -> ESTABLISHED': 50, 'LAST_ACK -> ->': 13, 'CLOSE_WAIT -> ->': 12, 'CLOSING -> ->': 9, '443 -> CLOSE_WAIT': 1}",2,92,240,29,0
tver,655,5,237,"{'SYN_SENT -> ->': 131, 'FIN_WAIT1 -> ->': 128, 'FIN_WAIT2 -> ->': 124, 'CLOSE -> ->': 122, 'ESTABLISHED -> ->': 122, '443 -> ESTABLISHED': 10, '443 -> CLOSE': 9, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3, 'CLOSING -> ->': 3}",2,30,142,10,0
tvguiden,939,5,302,"{'SYN_SENT -> ->': 186, 'FIN_WAIT1 -> ->': 181, 'FIN_WAIT2 -> ->': 169, 'ESTABLISHED -> ->': 161, 'CLOSE -> ->': 156, '443 -> CLOSE': 29, '443 -> ESTABLISHED': 28, 'CLOSING -> ->': 12, 'CLOSE_WAIT -> ->': 7, 'LAST_ACK -> ->': 7, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,66,192,24,0
tweepypoll,289,6,29,"{'SYN_SENT -> ->': 54, 'FIN_WAIT1 -> ->': 46, 'FIN_WAIT2 -> ->': 39, 'ESTABLISHED -> ->': 31, '443 -> ESTABLISHED': 29, 'CLOSE -> ->': 28, '443 -> CLOSE': 26, 'CLOSE_WAIT -> ->': 16, 'LAST_ACK -> ->': 14, 'CLOSING -> ->': 6}",2,65,69,20,0
twinter,1311,8,315,"{'FIN_WAIT1 -> ->': 264, 'FIN_WAIT2 -> ->': 246, 'SYN_SENT -> ->': 245, 'ESTABLISHED -> ->': 169, 'CLOSE -> ->': 160, '443 -> ESTABLISHED': 85, '443 -> CLOSE': 70, '80 -> ESTABLISHED': 14, '8080 -> CLOSE': 14, 'LAST_ACK -> ->': 11, '8080 -> ESTABLISHED': 8, '8080 -> CLOSE_WAIT': 7, '80 -> CLOSE': 5, 'CLOSE_WAIT -> ->': 4, 'CLOSING -> ->': 4, '443 -> SYN_SENT': 3, '80 -> CLOSE_WAIT': 1, '443 -> CLOSE_WAIT': 1}",2,181,285,54,0
twitter,1152,11,226,"{'SYN_SENT -> ->': 233, 'FIN_WAIT1 -> ->': 211, 'FIN_WAIT2 -> ->': 169, 'CLOSE -> ->': 136, 'ESTABLISHED -> ->': 133, '443 -> ESTABLISHED': 97, '443 -> CLOSE': 96, 'CLOSING -> ->': 40, 'CLOSE_WAIT -> ->': 17, 'LAST_ACK -> ->': 17, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,169,247,50,0
twittier,362,9,100,"{'SYN_SENT -> ->': 82, 'FIN_WAIT1 -> ->': 66, 'FIN_WAIT2 -> ->': 56, 'ESTABLISHED -> ->': 53, 'CLOSE -> ->': 49, '443 -> CLOSE': 34, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 6, '80 -> ESTABLISHED': 2, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",3,46,95,24,0
twittter-1.19.6.tar.gz,1602,21,469,"{'SYN_SENT -> ->': 355, 'FIN_WAIT1 -> ->': 287, 'CLOSE -> ->': 254, 'FIN_WAIT2 -> ->': 252, 'ESTABLISHED -> ->': 245, '443 -> CLOSE': 87, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 10, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 6, '443 -> CLOSE_WAIT': 5, '443 -> FIN_WAIT1': 2}",3,126,357,40,1
twoline,218,5,76,"{'SYN_SENT -> ->': 44, 'FIN_WAIT1 -> ->': 42, 'FIN_WAIT2 -> ->': 41, 'CLOSE -> ->': 39, 'ESTABLISHED -> ->': 39, '443 -> CLOSE': 5, '443 -> ESTABLISHED': 4, 'LAST_ACK -> ->': 2, 'CLOSING -> ->': 1, 'CLOSE_WAIT -> ->': 1}",2,16,49,7,0
tw-osint,361,4,136,"{'SYN_SENT -> ->': 78, 'CLOSE -> ->': 74, 'FIN_WAIT1 -> ->': 67, 'ESTABLISHED -> ->': 64, 'FIN_WAIT2 -> ->': 62, '443 -> ESTABLISHED': 5, 'CLOSING -> ->': 5, '443 -> CLOSE': 4, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",2,22,82,8,0
twostage,1164,10,329,"{'SYN_SENT -> ->': 236, 'FIN_WAIT1 -> ->': 213, 'FIN_WAIT2 -> ->': 197, 'ESTABLISHED -> ->': 181, 'CLOSE -> ->': 173, '443 -> CLOSE': 43, '443 -> ESTABLISHED': 41, '8080 -> CLOSE': 16, 'LAST_ACK -> ->': 16, 'CLOSING -> ->': 13, 'CLOSE_WAIT -> ->': 10, '8080 -> ESTABLISHED': 10, '8080 -> CLOSE_WAIT': 6, '80 -> CLOSE': 4, '80 -> ESTABLISHED': 3, '443 -> CLOSE_WAIT': 1, '80 -> CLOSE_WAIT': 1}",2,107,241,30,0
twostream,433,5,128,"{'FIN_WAIT1 -> ->': 86, 'SYN_SENT -> ->': 84, 'FIN_WAIT2 -> ->': 81, 'ESTABLISHED -> ->': 68, 'CLOSE -> ->': 66, '443 -> ESTABLISHED': 22, '443 -> CLOSE': 18, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3, 'CLOSING -> ->': 2}",2,43,93,15,0
tws-async,3408,15,1046,"{'SYN_SENT -> ->': 690, 'FIN_WAIT1 -> ->': 611, 'ESTABLISHED -> ->': 579, 'FIN_WAIT2 -> ->': 571, 'CLOSE -> ->': 540, '8080 -> CLOSE': 81, '443 -> CLOSE': 60, '443 -> ESTABLISHED': 56, 'LAST_ACK -> ->': 53, '8080 -> ESTABLISHED': 44, '8080 -> CLOSE_WAIT': 36, 'CLOSING -> ->': 30, 'CLOSE_WAIT -> ->': 28, '80 -> CLOSE': 13, '80 -> ESTABLISHED': 7, '80 -> CLOSE_WAIT': 6, 'LISTEN -> ->': 2, '443 -> CLOSE_WAIT': 1}",4,203,687,36,0
twweb,580,14,199,"{'CLOSE -> ->': 123, 'SYN_SENT -> ->': 123, 'ESTABLISHED -> ->': 119, 'FIN_WAIT1 -> ->': 100, 'FIN_WAIT2 -> ->': 92, 'CLOSE_WAIT -> ->': 13, 'LAST_ACK -> ->': 7, 'CLOSING -> ->': 3}",1,20,124,2,0
twyn,1009,11,192,"{'SYN_SENT -> ->': 206, 'FIN_WAIT1 -> ->': 183, 'FIN_WAIT2 -> ->': 146, 'CLOSE -> ->': 118, 'ESTABLISHED -> ->': 114, '443 -> CLOSE': 87, '443 -> ESTABLISHED': 85, 'CLOSING -> ->': 36, 'LAST_ACK -> ->': 16, 'CLOSE_WAIT -> ->': 15, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,153,215,46,0
twyne-0.0.1.tar.gz,1529,21,443,"{'SYN_SENT -> ->': 341, 'FIN_WAIT1 -> ->': 273, 'CLOSE -> ->': 243, 'FIN_WAIT2 -> ->': 238, 'ESTABLISHED -> ->': 230, '443 -> CLOSE': 86, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 21, 'LAST_ACK -> ->': 8, '80 -> CLOSE': 8, '80 -> ESTABLISHED': 8, '443 -> CLOSE_WAIT': 5, 'CLOSE_WAIT -> ->': 4, '443 -> FIN_WAIT1': 2}",3,126,343,40,1
