Package_Name,Total_Paths,Total_Error,Total_ File_Descriptor,Python_Related_Keywords,Install_Package_Keywords,Root_DIR_Installation,Temporary_DIR_Installation,Home_DIR_Installation,User_Access,Sys_Access,Etc_DIR_Installation,Other_DIR_Installation,Level
tpsplitgui-2.76.tar.gz,58746,58746,37,1220,5081,0,40,807,3233,1007,367,53292,1
tpsplitgui-7.1.tar.gz,41587,41587,47,5940,8428,523,73,3483,3446,64,981,33017,1
tpsplitlgtb-6.84.tar.gz,76949,76949,31,5381,8479,508,71,3506,5189,1010,1302,65363,1
tpsplitlibpaypal-9.63.tar.gz,93067,93067,47,5663,9165,519,73,3483,3353,135,947,84557,1
tpsplitloadhydra-10.39.tar.gz,46071,46071,34,4842,8082,507,63,3246,3419,1092,432,37312,1
tpsplitpostpong-1.95.tar.gz,93172,93172,31,8009,8558,1016,80,4944,3987,130,997,82018,1
tpsplitpushpush-6.82.tar.gz,41972,41972,48,5662,9177,519,71,3483,2937,68,869,34025,1
tpsplitram-3.64.tar.gz,44890,44890,30,3852,7349,505,50,2249,3372,1095,434,37185,1
tpsplitrandcv-9.24.tar.gz,45009,45009,28,4868,8209,507,63,3250,3387,1094,437,36271,1
tpsplitstudy-4.91.tar.gz,53675,53675,29,5385,7380,515,70,3483,2677,70,776,46084,1
tpstrcpu-10.58.tar.gz,37209,37209,29,5385,6785,515,70,3487,2591,60,757,29729,1
tpstrgethydra-5.45.tar.gz,98052,98052,33,8599,8667,1018,84,5331,4366,132,1019,86102,1
tpstringcraftget-6.42.tar.gz,94544,94544,32,5385,7563,515,71,3485,2979,134,840,86520,1
tpstringhackedstudy-6.3.tar.gz,94055,94055,28,5385,7569,515,71,3483,2900,134,842,86110,1
tpstringintpong-8.96.tar.gz,89356,89356,46,1498,5682,4,42,782,1815,118,362,86233,1
tpstringlgtb-9.28.tar.gz,33964,33964,27,5264,6665,515,70,3483,2227,49,548,27072,1
tpstringmask-8.79.tar.gz,89384,89384,37,8541,8949,1022,95,5281,4242,161,1003,77580,1
tpstringpep-7.77.tar.gz,91664,91664,48,8777,10849,1027,99,5153,4730,129,1170,79356,1
tpstringverstudy-9.31.tar.gz,36091,36091,47,5768,8606,523,72,3483,3060,54,749,28150,1
tpstrintelurl-8.74.tar.gz,21816,21816,46,4081,7527,22,67,2939,2076,43,576,16093,1
tpstrlibhydra-1.64.tar.gz,89893,89893,31,8235,8805,1018,82,5043,4047,122,992,78589,1
tpstrmask-8.39.tar.gz,34243,34243,27,5384,6983,515,70,3483,2332,55,564,27224,1
tpstrmaskpy-8.38.tar.gz,38118,38118,47,5663,8660,519,73,3483,2827,54,679,30483,1
tpstrmcint-6.38.tar.gz,29122,29122,44,5654,8715,519,72,3483,2824,46,850,21328,1
tpstrpepLGTB-2.63.tar.gz,94159,94159,47,1498,5697,4,43,784,1836,114,361,91017,1
tpstrpush-3.62.tar.gz,32294,32294,53,5662,8961,519,71,3483,2978,558,891,23794,1
tpstrrandomint-7.23.tar.gz,37738,37738,46,6105,8932,527,74,3482,3673,452,1029,28501,1
tpstrsplitvirtual-9.24.tar.gz,47996,47996,46,5941,8960,523,74,3483,3468,567,1015,38866,1
tpstudygetreplace-7.25.tar.gz,109410,109410,46,8684,10823,1022,85,5176,4672,1152,1183,96120,1
tpstudyosintvirtual-5.84.tar.gz,51684,51684,31,5384,7331,515,70,3485,2677,581,804,43552,1
tpstudypingrand-5.62.tar.gz,38610,38610,26,5290,7706,515,69,3484,2414,564,707,30857,1
tpstudyproofhttp-9.89.tar.gz,29935,29935,29,5385,7135,515,70,3485,2498,554,770,22043,1
tpstudystringpep-8.79.tar.gz,29334,29334,50,3639,7692,22,62,2570,2287,505,802,23086,1
tpstudyver-3.9.tar.gz,70343,70343,58,5663,9888,519,73,3493,3314,1159,993,60792,1
tpstudyvirtual-1.66.tar.gz,43324,43324,29,2701,6609,497,45,1278,3014,1094,422,36974,1
tpsupermcmc-7.95.tar.gz,121758,121758,27,15518,13106,1528,173,10132,8179,775,3202,97769,1
tpsuperosintmask-10.59.tar.gz,93487,93487,26,16963,13277,1983,194,10716,8050,751,2967,68826,1
tpsuperpyw-6.24.tar.gz,76022,76022,26,13795,12169,1519,149,8993,6352,610,2053,56346,1
tpsuperultramc-5.64.tar.gz,79199,79199,23,11396,11365,1016,140,7609,5985,415,2480,61554,1
tptool,71187,71187,27,642,3706,0,7,417,1005,1196,272,68290,0
tptoolcccpu-5.77.tar.gz,93982,93982,29,7442,9245,519,98,5060,5116,536,2627,80026,1
tptoolcpusplit-9.98.tar.gz,91606,91606,30,3917,6269,6,85,2684,3548,429,1828,83026,1
tptoolintelram-6.96.tar.gz,124810,124810,34,4274,6666,1,117,2733,4542,613,1728,115076,1
tptoolkill-1.84.tar.gz,67757,67757,32,1914,4951,0,73,1231,2006,338,623,63486,1
tptoolmask-7.56.tar.gz,101592,101592,51,8453,10674,523,158,5052,5744,976,1532,87607,1
tptoolpywgui-10.56.tar.gz,44230,44230,49,6453,8436,523,109,3930,3653,684,893,34438,1
tpucare,46809,46809,23,2231,4871,497,27,980,1515,102,558,43130,0
tpultraencode-9.83.tar.gz,33733,33733,42,5344,6576,515,67,3488,2499,703,606,25855,1
tpultragui-4.22.tar.gz,61172,61172,64,5662,9770,522,72,3512,3495,1558,1712,50301,1
tpultrainfo-4.59.tar.gz,38245,38245,28,5384,6669,515,69,3485,2684,561,851,30080,1
tpultraintel-7.33.tar.gz,58148,58148,33,5444,7366,515,74,3487,3000,795,958,49319,1
tpultralgtbcandy-8.86.tar.gz,40450,40450,29,1250,5960,0,41,1440,2443,1094,331,35101,1
tpultrapullrand-6.18.tar.gz,80594,80594,50,5662,9357,519,72,3485,3596,1040,1116,70766,1
tpultravmpy-8.27.tar.gz,53906,53906,29,5384,7484,515,70,3483,2994,800,962,45082,1
tpurladpy-1.88.tar.gz,27538,27538,31,3463,6138,18,64,2658,1932,449,805,21612,1
tpurlguiint-9.94.tar.gz,30921,30921,20,5138,6434,515,68,3483,2161,457,545,23692,1
tpurlintel-10.29.tar.gz,43317,43317,32,5087,8275,507,63,3467,3413,1097,439,34331,1
tpurllib-2.47.tar.gz,20637,20637,27,5384,6915,515,70,3483,2640,443,993,12493,1
tpurlpaypalcraft-8.68.tar.gz,130830,130830,31,1220,4862,0,40,802,6431,1132,616,121809,1
tpurlpullpaypal-2.80.tar.gz,67949,67949,30,5384,7677,515,70,3483,3232,915,1110,58624,1
tpvercontrol-7.84.tar.gz,96411,96411,50,7362,10139,1016,82,4049,4831,1051,1429,83953,1
tpverencodeinfo-3.55.tar.gz,42856,42856,47,5551,8523,519,69,3483,2919,669,718,34479,1
tpverguipost-2.14.tar.gz,47665,47665,50,5662,9045,519,72,3483,3539,577,1236,38239,1
tpvervmsplit-9.12.tar.gz,57981,57981,28,5384,7785,515,70,3483,3168,806,1152,48787,1
tpvirtualcontrolcraft-3.80.tar.gz,44045,44045,48,5707,9410,519,71,3480,3641,463,1288,34583,1
tpvirtualcontrolmc-2.74.tar.gz,46707,46707,22,5384,7283,515,70,3483,3037,783,1076,37743,1
tpvirtualhttp-7.82.tar.gz,36350,36350,46,2053,5964,12,45,790,2606,1136,588,31173,1
tpvirtualpush-10.78.tar.gz,22791,22791,31,5384,7284,515,70,3483,2840,556,1143,14184,1
tpvirtualpywproof-2.42.tar.gz,46118,46118,29,5291,7373,467,71,3438,3283,571,1255,37033,1
tpvirtualrandom-9.14.tar.gz,31447,31447,29,5224,6903,515,67,3483,2450,554,590,23788,1
tpvirtualurl-9.56.tar.gz,41842,41842,31,5344,7929,463,74,3436,3236,567,1304,32762,1
tpvisaguipost-1.28.tar.gz,46979,46979,48,5662,9886,519,71,3483,3666,674,1428,37138,1
tpvisalgtbcv-4.39.tar.gz,60758,60758,47,5662,9909,519,71,3483,3875,789,1457,50564,1
tpvisaosint-5.98.tar.gz,70899,70899,50,4080,8691,26,69,2712,3671,814,1499,62108,1
tpvisapyw-9.24.tar.gz,35499,35499,30,5262,7318,515,71,3496,2511,560,597,27749,1
tpvisaram-2.40.tar.gz,23246,23246,36,5381,7982,508,71,3503,2727,1081,1041,14315,1
tpvisasplitram-5.95.tar.gz,44978,44978,33,1219,4548,0,39,789,1531,1106,285,41228,1
tpvmcpustudy-6.70.tar.gz,100284,100284,33,5444,8311,515,74,3484,4423,931,1566,89291,1
tpvmcraftmine-6.68.tar.gz,51007,51007,27,5259,7271,515,67,3483,2837,576,634,42895,1
tpvmencodecv-10.25.tar.gz,40873,40873,28,5418,7533,515,71,3483,2769,664,695,32676,1
tpvmpipsplit-9.45.tar.gz,40454,40454,46,5611,9087,519,69,3483,3067,459,774,32083,1
tpvmpy-3.22.tar.gz,50150,50150,48,5622,9539,467,75,3438,3916,461,1427,40366,1
tpvmstringgrand-10.34.tar.gz,53703,53703,28,5284,7854,463,70,3437,3633,684,1529,43887,1
tqdm,1846,1846,29,834,985,0,22,750,368,73,83,550,0
tqmd-1.0.tar.gz,4339,4339,32,974,1207,0,29,595,760,1075,157,1723,1
trace-engine,13449,13449,42,3044,6281,4,2061,831,576,1134,212,8631,0
tracerlib,30644,30644,28,1263,3322,0,90,786,799,932,209,27828,0
track-duplicates,68776,68776,30,2868,6609,501,45,1466,2161,1273,957,62373,0
trackerao,26662,26662,22,30,2831,0,10,8,286,510,140,25708,0
trackerjacker,11009,11009,28,1525,2855,0,536,635,650,1216,165,7807,0
trackhand,29569,29569,31,2088,5199,497,141,763,1470,94,589,26015,0
trackinglog,77299,77299,27,4647,6349,998,92,2040,3457,1278,1443,67991,0
trackintel,23253,23253,36,1020,4347,0,7,653,812,81,186,21514,0
tractorcan,18328,18328,28,675,4611,0,22,631,278,515,167,16715,0
tradepy,73544,73544,44,2577,6971,501,112,993,2494,843,932,67669,0
trader-tweets,9171,9171,18,1714,3805,497,33,507,976,18,389,6751,0
trading,64801,64801,46,5056,9216,451,127,3505,2387,1156,867,56308,0
tradlib,3134,3134,49,278,1758,4,28,48,525,68,146,2315,0
trafficshaper,46010,46010,47,2186,6589,505,45,599,2071,69,794,41927,0
trainerlog,4004,4004,23,537,828,0,38,442,431,1184,150,1759,0
traint,845,845,23,20,186,0,20,1,30,139,22,633,0
traitlets,2620,2620,45,463,1526,4,23,226,588,72,148,1559,0
trame-matplotlib,5229,5229,41,638,2119,4,148,271,718,1006,201,2881,0
trampoline,55170,55170,28,2853,5611,501,26,1464,1693,1263,631,49592,0
trampolino,75695,75695,23,621,2977,0,107,323,905,1165,270,72925,0
tramtracker,8366,8366,24,4356,3469,0,133,3428,1569,1215,129,1892,0
trand,3580,3580,24,139,346,0,4,152,226,1214,117,1867,0
tranquilo,3406,3406,22,84,336,0,4,97,198,1221,112,1774,0
transcend,6756,6756,45,1447,2173,4,124,779,934,1217,223,3475,0
transcend-py,44376,44376,27,2681,5832,501,79,1308,1537,1263,690,38998,0
transencoding,26370,26370,34,534,5059,0,9,327,581,1283,138,24032,0
transformers,1126,1126,21,587,599,0,151,397,295,62,40,181,0
translate,3918,3918,46,873,1775,4,128,542,446,113,141,2544,0
translitua,15617,15617,10,462,3555,16,29,371,228,229,43,14701,0
transloadit,12417,12417,32,722,1684,0,102,339,522,1201,213,10040,0
transpyle,12593,12593,26,5006,5151,0,471,4261,382,71,108,7300,0
transpyler,20839,20839,25,1374,4373,0,218,641,752,1205,251,17772,0
transtimegrad,20322,20322,28,767,4740,0,134,330,532,1316,181,17829,0
trashpanda,3563,3563,20,17,550,0,18,6,199,1213,164,1963,0
tratools,20017,20017,22,1951,5063,499,8,742,1436,625,615,16092,0
traVer,2011,2011,10,353,1154,0,22,250,301,50,37,1351,0
travis,6382,6382,28,2469,2371,0,67,2339,484,1124,137,2231,0
travis-runner,3360,3360,23,14,522,0,4,5,132,1217,80,1922,0
trc20-unlocker-1.0.tar.gz,73860,73860,33,5248,8224,465,63,3160,4360,805,1674,63333,1
treesnake,6014,6014,44,567,2046,4,19,206,783,1117,241,3644,0
treesum,23990,23990,24,1063,3686,0,214,374,591,1230,133,21448,0
trejklfffffffffgdjg-0.6.tar.gz,33520,33520,28,4514,7497,8,194,2720,3155,1124,776,25543,1
trekpy,1610,1610,12,25,1301,0,4,8,31,9,15,1543,0
trellisplot,44123,44123,39,11697,14599,497,10,10691,1211,1220,496,29998,0
trello-track,36821,36821,33,4639,7502,497,96,3177,1760,963,603,29725,0
trendy,3462,3462,23,304,548,0,31,117,329,1129,116,1740,0
trequests,7060,7060,35,1441,1734,0,231,829,888,1203,197,3712,0
trevis,1016,1016,18,196,358,0,23,141,202,67,48,535,0
trexcolors-0.0.0.tar.gz,8677,8677,31,2114,2099,6,94,1183,1496,1079,298,4521,1
trexprinterapi,1636,1636,18,14,1219,0,4,4,35,124,20,1449,0
tribe-client,4675,4675,13,1470,783,0,230,921,532,1179,116,1697,0
tricorder,4124,4124,18,1874,1955,0,219,1024,674,55,49,2103,0
trio,16776,16776,18,1749,3509,0,110,1511,511,77,128,14439,0
trio-websocket,1920,1920,21,1438,1191,0,158,1179,268,54,35,226,0
triple-encoders,29306,29306,22,3857,6305,61,3207,339,870,1130,343,23356,0
trippy,12199,12199,53,983,3158,4,233,341,945,1220,353,9103,0
triton-pascal,7285,7285,45,469,1868,8,32,63,923,1214,308,4737,0
triton-requests,14300,14300,42,1057,3181,0,293,473,690,1279,131,11434,0
trivial-tools,55437,55437,41,3172,7397,501,32,1614,2013,106,665,50506,0
trnsorflow-1.0.0.tar.gz,113767,113767,33,1064,4944,0,51,691,3909,1062,557,107497,1
trongcalculator,61728,61728,26,2117,5200,497,27,892,1658,1078,638,56938,0
troposphere,2344,2344,45,1434,1266,1,94,1321,97,71,59,701,0
trove-classifiers,1644,1644,22,776,941,0,26,670,312,62,48,526,0
trStr,2196,2196,25,1314,644,0,121,813,651,53,64,494,0
truecolor,4073,4073,28,747,1006,0,25,655,456,1128,111,1698,0
true-encoding,66460,66460,26,2378,5550,497,205,764,2418,1336,1033,60207,0
true-random,60456,60456,43,3299,6926,502,159,1374,2377,1156,903,53985,0
trullerz,14560,14560,33,1153,3489,0,168,652,754,1124,257,11605,0
trulyrandom,36111,36111,27,1612,4459,497,4,465,1216,1218,506,32205,0
trustedtwin,78283,78283,26,5299,7289,994,229,2572,3094,1188,1115,69091,0
trustpilot,57744,57744,28,3199,5818,497,18,1805,2083,1182,704,51455,0
trustpiphuh-0.0.2.tar.gz,112547,112547,33,1064,4943,0,51,691,3909,1060,557,106279,1
trustpiphuh1-0.0.2.tar.gz,112971,112971,33,1064,4944,0,51,691,3909,1056,557,106707,1
trusty,1345,1345,26,709,811,0,23,617,318,66,41,280,0
trustypip-0.0.3.tar.gz,132161,132161,33,1064,5055,0,52,691,4423,1198,615,125182,1
trxtools,3727,3727,17,701,570,0,152,367,437,1110,126,1535,0
trx-utils,8638,8638,29,4740,4738,0,312,4067,590,72,117,3480,0
tryconf-0.1.tar.gz,132022,132022,33,1064,5050,0,52,691,4423,1202,615,125039,1
tryhackme.py,52547,52547,33,1626,4740,497,8,467,1378,1397,596,48204,0
tryhackme_offensive-0.4.tar.gz,132456,132456,33,1064,5055,0,52,691,4423,1200,615,125475,1
tryhackme-offensive-0.4.tar.gz,132583,132583,33,1063,5054,0,52,691,4422,1196,615,125607,1
tryquests-0.0.1.tar.gz,114023,114023,33,1064,4950,0,51,691,3937,1055,559,107730,1
tsampling,6025,6025,41,794,2078,4,127,313,721,1196,227,3437,0
tsblender,19897,19897,41,196,4247,4,5,4,534,513,164,18673,0
tsboost,19067,19067,20,184,2128,0,5,143,414,378,136,17991,0
tsbs,36116,36116,18,52,2327,0,42,4,330,973,128,34639,0
tsd,16594,16594,12,0,1874,0,0,0,155,288,38,16113,0
tservice,5597,5597,20,2329,2388,0,2019,295,182,1214,111,1776,0
tsetmcpy,65256,65256,24,3739,6315,105,179,3003,1683,1267,775,58244,0
tsgettoolbox,13979,13979,17,244,2202,0,4,222,177,487,64,13025,0
tshawn_wrce-0.0.2.tar.gz,17426,17426,16,885,3009,0,88,585,540,121,49,16043,1
tsloader,68711,68711,23,2807,5965,497,333,1146,1850,1248,711,62926,0
tspublisher,24675,24675,50,411,5837,4,33,28,680,78,284,23568,0
tssplit,9274,9274,22,1994,4276,497,117,772,1203,1116,488,5081,0
tstools-ieva,47951,47951,42,1953,6155,501,152,468,1847,1222,777,42984,0
tstresser,53518,53518,30,3032,7691,497,295,1468,4908,1189,1193,43968,0
tstring,58363,58363,28,1955,5054,497,30,736,1711,873,669,53847,0
ttensorflow-gpu-2.5.1.tar.gz,114158,114158,33,1064,4951,0,51,691,3984,1058,562,107812,1
ttkcalendar-0.1.tar.gz,36349,36349,27,13168,11168,2526,250,7111,4549,85,993,20835,1
ttl,4091,4091,15,1164,601,0,206,622,528,1110,104,1521,0
ttlo-1.0.0.tar.gz,32144,32144,23,3915,6340,51,217,2830,3229,473,2194,23150,1
ttlo-1.0.1.tar.gz,85551,85551,29,1982,4447,0,121,1309,3646,899,399,79177,1
ttlv,3574,3574,22,121,410,0,5,81,411,1175,118,1784,0
ttmask,59368,59368,26,1057,4451,0,126,490,1777,1160,844,54971,0
ttpypi,5581,5581,32,2065,2241,0,55,1988,242,1215,125,1956,0
ttvfaster,7447,7447,25,3178,2316,0,129,1940,2156,1127,117,1978,0
ttvsplit,55707,55707,28,5453,6773,501,293,3048,3048,1324,1020,46473,0
tty-color,20447,20447,21,1812,4751,497,28,601,1427,459,653,16782,0
tucan,13430,13430,20,1941,4303,497,64,715,1053,683,460,9958,0
tucan-x-0.0.1.tar.gz,70057,70057,30,8985,9816,1057,252,5556,5962,937,2786,53507,1
tucan-x-0.0.2.tar.gz,30485,30485,30,4974,7031,63,236,3714,2771,570,996,22135,1
tully,8105,8105,15,4372,1603,0,769,2537,1292,1110,141,2256,0
tunipost,9044,9044,19,2192,4703,497,76,913,1209,229,439,5681,0
tupload,64594,64594,30,814,3838,4,12,565,1042,1306,280,61385,0
turbo-http,51501,51501,28,3222,5867,503,109,1681,2131,119,727,46231,0
turtlepaint,220,220,18,3,53,0,3,2,25,50,26,114,0
tushare,58076,58076,28,4450,6730,505,974,1908,2619,1252,960,49858,0
tusharegui,16942,16942,24,1985,4597,497,186,634,1363,1187,584,12491,0
tver,28996,28996,47,3769,6892,4,2,3326,696,1233,283,23452,0
tvguiden,12540,12540,23,519,3137,0,27,52,665,853,164,10779,0
tweepypoll,9588,9588,44,4275,5861,4,97,3990,573,1215,222,3487,0
twinter,58918,58918,26,490,3255,2,40,174,1318,123,719,56542,0
twitter,49161,49161,22,3550,5358,0,59,3475,456,1055,163,43953,0
twittier,66778,66778,42,3465,7810,509,98,1619,2913,1351,993,59295,0
twittter-1.19.6.tar.gz,37911,37911,37,2521,6165,1,167,1382,2905,1133,462,31861,1
twoline,54844,54844,23,1512,5735,0,339,451,781,1149,225,51899,0
tw-osint,12221,12221,23,289,2920,0,166,43,311,1217,163,10321,0
twostage,3314,3314,13,296,433,0,34,113,300,1208,104,1555,0
twostream,58648,58648,43,767,4180,8,24,216,1404,1159,391,55446,0
tws-async,71664,71664,26,1665,4390,6,12,1364,1355,1303,364,67260,0
twweb,1506,1506,16,870,726,0,187,416,490,51,51,311,0
twyn,53009,53009,31,3098,5881,497,215,1540,1897,1173,710,46977,0
twyne-0.0.1.tar.gz,19490,19490,31,4884,6921,63,254,3639,2256,556,941,11781,1
twyne-0.0.2.tar.gz,114938,114938,48,2418,6662,4,171,1371,4951,1130,680,106631,1
txlogstash,25741,25741,35,943,3883,0,82,359,543,1205,198,23354,0
txlongpoll,14734,14734,29,822,2245,0,115,377,508,1236,178,12320,0
txmandrill,11660,11660,30,1930,3242,0,401,980,928,1116,271,7964,0
txpkgupload,13019,13019,30,1507,2991,4,153,876,897,1232,202,9655,0
txrequest,6951,6951,20,3745,3040,0,184,3411,453,1141,114,1648,0
txrequests,3988,3988,17,667,867,4,39,570,388,1226,127,1634,0
txt2txt,516,516,12,130,104,0,131,5,43,48,42,247,0
txtsplit,7898,7898,16,1249,2516,0,121,765,534,971,96,5411,0
ty-julia,79731,79731,27,1809,4758,497,27,599,1701,1254,675,74978,0
tymongo,58056,58056,42,3637,7833,501,202,1831,2485,1235,890,50912,0
type_a_own_package_name-0.0.0.tar.gz,12724,12724,14,192,2795,0,93,55,273,117,38,12148,1
type_constraint,53616,53616,22,1859,3755,4,135,1147,1406,1243,359,49322,0
type-a-own-package-name-0.0.0.tar.gz,2410,2410,14,103,1007,0,80,10,34,111,19,2156,1
type-color-0.4.tar.gz,52272,52272,48,7251,10018,564,306,4637,4098,675,1036,40956,1
typed-bencode,15165,15165,50,372,3072,4,5,31,715,1227,292,12891,0
typedframe,70935,70935,36,4701,6976,994,59,2094,2865,1330,1118,62475,0
typed-graph,3629,3629,13,608,539,0,95,336,326,1224,103,1545,0
typedload,6363,6363,22,1561,3912,507,44,554,749,127,391,3991,0
typed-undefined,14415,14415,44,1995,5948,505,44,519,1750,865,681,10051,0
typeguard,36439,36439,29,693,2606,0,39,592,538,98,106,35066,0
typeinfo,8494,8494,46,2106,3182,343,79,876,1305,1217,306,4368,0
type-info,10627,10627,31,124,3569,0,70,3,1054,1213,334,7953,0
typejson,1446,1446,18,565,673,0,21,481,308,67,73,496,0
typelib,66813,66813,30,4916,7058,497,173,3302,2130,1186,774,58751,0
typer,3878,3878,17,1196,1949,0,32,1170,21,86,8,2561,0
typergame,18665,18665,23,1922,4594,497,27,711,1306,476,525,15123,0
types-beautifulsoup4,10258,10258,40,1777,5754,501,44,555,1220,453,487,6998,0
types-colorama,7057,7057,17,353,2199,0,17,286,345,68,104,6237,0
typesentry,3984,3984,19,282,496,0,40,205,400,1215,152,1972,0
types-entrypoints,59683,59683,29,4872,6767,1000,16,2390,3225,1278,1291,50483,0
typesetting,13758,13758,40,737,4394,4,82,309,803,1119,285,11156,0
types-for-adobe-99.3.9.tar.gz,40572,40572,34,3914,6576,59,232,2811,3440,688,2344,30998,1
types-for-adobe-99.4.0.tar.gz,12207,12207,45,5094,5944,67,240,3721,2013,655,534,4977,1
typeshell,29577,29577,24,2036,4966,497,44,809,1410,635,553,25629,0
types-psutil,4655,4655,41,270,2713,4,23,56,482,449,152,3489,0
types-python-dateutil,2333,2333,21,0,918,0,0,6,15,59,1,2252,0
types-requests,10856,10856,20,436,2361,0,21,379,351,72,109,9924,0
types-stripe,33702,33702,24,1845,5051,497,26,648,1235,769,538,29989,0
types-tornado,59020,59020,24,3817,7145,497,34,2601,1698,596,712,52882,0
typestring-0.0.3.tar.gz,6486,6486,37,2487,1651,0,151,1327,1509,1078,211,2210,1
typestring-parser,32701,32701,39,820,3839,4,41,539,806,76,245,30990,0
types-unopy,43363,43363,27,3866,7022,497,82,2657,1405,1257,693,36772,0
typesutil-1.9.4.tar.gz,76536,76536,33,8627,9746,1057,256,5191,6286,1132,2722,59892,1
typesutil-1.9.9.tar.gz,33367,33367,27,3922,6654,49,225,2837,3344,465,2257,24190,1
typesutil-2.0.0.tar.gz,58073,58073,50,7121,10307,568,248,4295,5225,892,1807,45038,1
typetrainer,13315,13315,26,1884,2522,0,177,1252,710,1227,155,9794,0
type-utils,57752,57752,27,3400,5990,505,12,1982,1964,1350,689,51250,0
typhooninfo,9084,9084,21,222,2100,0,41,148,406,40,153,8296,0
typing,2119,2119,32,1380,690,0,103,887,650,61,57,361,0
typing-checked,7542,7542,24,784,2644,0,26,677,393,80,111,6255,0
typingchecker,37769,37769,25,1372,4891,4,111,1048,953,1273,377,34003,0
typing-extensions,7589,7589,15,84,2562,0,22,43,166,338,94,6926,0
typing-extnesions-99.9.tar.gz,2814,2814,8,631,1281,0,52,394,237,108,23,2000,1
typing-game,4826,4826,34,335,1032,2,57,181,587,1247,192,2560,0
typing-inspect,8081,8081,23,963,2899,0,61,812,376,68,62,6702,0
typingvid,12691,12691,24,14,3386,0,4,4,205,185,159,12134,0
typs,57569,57569,26,3120,5668,503,83,1662,2186,1267,780,51088,0
typstwriter,64713,64713,41,3029,7169,501,92,1462,2200,1170,800,58488,0
tystrings,11173,11173,32,426,1666,0,74,137,489,1135,198,9140,0
tython,85571,85571,41,4996,7995,1002,70,2215,3469,1294,1352,76169,0
tzdata,2435,2435,40,1450,1951,1,20,1365,296,53,37,663,0
tzlocal,0,0,0,0,0,0,0,0,0,0,0,0,0
tzwhere,11911,11911,47,482,3028,8,3,26,993,77,341,10463,0
u283udsfru-2022.12.7.tar.gz,20547,20547,27,6570,8184,560,246,4294,2660,765,842,11180,1
uaedata,5496,5496,25,1259,1287,0,121,774,591,1118,169,2723,0
uastyle,49988,49988,26,1833,4909,497,127,505,1461,1241,613,45544,0
ube3-apa,12454,12454,26,422,1742,0,106,67,457,1314,181,10329,0
uberpong,39796,39796,23,1778,4653,497,27,571,1308,1030,598,35765,0
ub-split-map,4632,4632,17,1264,691,0,95,807,566,1145,137,1882,0
ucap-3.6.1.tar.gz,49013,49013,27,3579,6143,0,193,2838,2588,1091,330,41973,1
ucapi,45244,45244,27,1738,5161,497,63,493,1372,1145,614,41060,0
ucloudclient,21492,21492,38,1465,4359,0,187,700,649,88,189,19679,0
ucloud-client,19194,19194,28,1606,2431,0,111,894,622,74,133,17360,0
udata-hydra,12512,12512,45,1019,4069,4,192,441,1086,1190,280,9319,0
udp,906,906,22,371,376,0,40,296,103,53,38,376,0
ufo-configs,16443,16443,46,589,4320,6,25,328,903,857,274,14050,0
uhttplib,23178,23178,51,1474,5226,4,96,790,1129,638,332,20189,0
uihuihiuhiuhiu-0.0.1-py3-none-any.tar.gz,36501,36501,47,2862,8358,61,124,1937,3394,577,2365,28043,1
uiloader,30918,30918,39,1329,3483,0,125,803,827,1257,228,27678,0
u-ipmask,6757,6757,21,3519,2892,0,118,3036,531,1184,112,1776,0
uitdatabank,16220,16220,28,1829,3055,0,208,1165,835,1208,227,12577,0
ujson,1431,1431,21,723,830,0,23,621,303,68,50,366,0
ukritlib,27638,27638,42,2381,6548,501,28,959,1778,576,647,23149,0
ulibasset-0.0.0.tar.gz,4119,4119,29,1075,1113,0,116,627,719,1073,126,1458,1
ullm,16232,16232,35,1110,2799,0,397,467,751,1215,197,13205,0
ullvm,13133,13133,22,1330,2202,0,116,809,675,1217,130,10186,0
ulrlib3-99.9.tar.gz,63182,63182,27,6398,8812,560,208,4169,3882,1114,1086,52163,1
ultracc-2.29.tar.gz,4941,4941,28,1285,1431,0,41,847,798,1081,132,2042,1
ultracc-5.39.tar.gz,116508,116508,30,2751,6787,5,61,2023,4835,737,2254,106593,1
ultrachic,23986,23986,41,414,5283,4,1,7,1074,1141,613,21146,0
ultracontrol-6.67.tar.gz,93749,93749,29,5384,7872,515,70,3484,4480,910,851,83439,1
ultracv-5.37.tar.gz,69118,69118,37,5385,8461,515,71,3494,4896,841,2268,57033,1
ultragraph,39575,39575,28,1693,4103,497,26,502,1310,758,560,35922,0
ultraify,5985,5985,26,1777,3349,277,455,704,445,83,67,3954,0
ultraimport,4143,4143,17,955,769,0,146,532,503,1210,120,1632,0
ultralib-2.66.tar.gz,68409,68409,34,5385,8177,515,71,3491,4409,905,1893,57125,1
ultralib-4.15.tar.gz,67862,67862,27,5385,8345,515,71,3492,3976,1008,1491,57309,1
ultralite,60831,60831,35,460,4012,0,26,150,723,1096,258,58578,0
ultramc-1.70.tar.gz,139092,139092,47,1498,6624,4,42,783,4744,1064,620,131835,1
ultramen,9504,9504,40,1182,2231,0,179,686,490,176,110,7863,0
ultraobfuscator-1.0.0.tar.gz,52178,52178,48,4204,7031,41,129,2583,3808,1096,489,44032,1
ultraproof-10.54.tar.gz,115228,115228,36,3714,7655,498,50,2150,5696,1048,655,105131,1
ultraproof-7.59.tar.gz,68081,68081,24,5384,8227,515,69,3484,4278,573,1444,57718,1
